song_order,track_name,album,year,nrgm_list,form_url,date,published,song_length,spotify,apple,fb,instrumental,lyrics,lyrics_url,analysis,main_lines,tags_adjective,tags_noun,sexual_themes,pg13,cancel_target,tragic_story,escapism,antihero,lgbt,substance_abuse,lastfm_sum,lastfm_pos
124,Hulivili-pojan humppa,Single,1979,false,https://forms.gle/aHueYt4NqypWPyTE7,2025-06-06 06:00:00 UTC,true,88,https://open.spotify.com/track/6BrAAdWScbJdG0wLKGvsGT?si=1b161d27bed949cb,https://music.apple.com/fi/album/hulivili-pojan-humppa/1442967702?i=1442967804&uo=4,,false,"Kun kirkonkylän baarin oven aukaisen
Ja itselleni etsin vapaan tuolin
Viimeisimmät vitsit siinä laukaisen
Ei meikäläinen sorru turhiin huoliin

Sillä minä olen sellainen hulivili-poika
Hurmuriluonne ja huh hah hei!
En rahojani tuhlaile, mielummin juon ne
Ja heiloille huudan, ""Hellurei!""
Hellurei!

Tuskin kylän kovin kundi olisin
Jos en silloin tällöin innostuisi juomaan
Kun illan mittaan joku kutsuu poliisin
Mä hänellekin lasin pyydän tuomaan

Sillä minä olen sellainen hulivili-poika
Hurmuriluonne ja huh hah hei!
En rahojani tuhlaile, mielummin juon ne
Ja heiloille huudan, ""Hellurei!""
Hellurei!

Sillä minä olen sellainen hulivili-poika
Hurmuriluonne ja huh hah hei!
En rahojani tuhlaile, mielummin juon ne
Ja heiloille huudan, ""Hellurei!""
Hellurei!

Ei lopu pilsneri ikinä",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/Hulivili-pojan-humppa,"Kohottava ja leikkisä kunnianosoitus nuoren miehen elämäntavalle, jossa juhlavietto ja huolettomuus kietoutuvat toisiinsa. Baarielämä, ystävyys ja hetken riemut hallitsevat hulivili-pojan maailmaa, unohtaen samalla vastuut.","""Sillä minä olen sellainen hulivili-poika / Hurmuriluonne ja huh hah hei!""","hauska, kevytmielinen, rento, huoleton, humoristinen","baari, juominen, poliisi, kylä, huumori",1,2,3,1,2,3,1,3,3743,112
125,Mene pois,Mies joka toi rock ’n’ rollin Suomeen,1981,false,https://forms.gle/NFNxf4MDNkvtgLxS7,2025-06-07 06:00:00 UTC,true,179,https://open.spotify.com/track/6rs3zIJzMcCTgAptogLNos?si=6dc6fe8d711c4039,https://music.apple.com/us/album/mene-pois-remastered/1442353299?i=1442353928&uo=4,,false,"Oli pimeä, pyysit savuketta
Sanoit kai olevasi valokuvamalli
En muista nimeä, en muista osoitetta
Sä olit minulle aivan liian kallis

Mene pois minun asunnostain
Mene pois, löydät jonkun vielä jostain
Mene pois, kyllä joku sinut ostaa
Kun tarjoaa parastaan
Voi varkailtakin varastaa

Et ollut siveä edes nukuksissa
Sä tahdoit unohtaa yksinäiset illat
Sydän kiveä, tunteet hukuksissa
Elit elämäsi kuin trapetsilla

Mene pois minun asunnostain
Mene pois, löydät jonkun vielä jostain
Mene pois, kyllä joku sinut ostaa
Kun tarjoaa parastaan
Voi varkailtakin varastaa

Mene pois minun asunnostain
Mene pois, löydät jonkun vielä jostain
Mene pois, kyllä joku sinut ostaa
Kun tarjoaa parastaan
Voi varkailtakin varastaa
Kun tarjoaa parastaan

Mene pois minun asunnostain
Mene pois, löydät jonkun vielä jostain
Mene pois, kyllä joku sinut ostaa
Kun tarjoaa parastaan
Voi varkailtakin varastaa
Kun tarjoaa parastaan
Voi varkailtakin varastaa",https://genius.com/Leevi-and-the-leavings-mene-pois-lyrics,"Kyyninen ja leikillinen eron kuvaus, jossa rakkaus on kaupallista ja pinnallista. Laulaja irtisanoutuu suhteesta, jonka syvyys jäi pintapuoliseksi ja unohtuneeksi.","""Mene pois minun asunnostain / Mene pois, löydät jonkun vielä jostain.""","surullinen, torjuva, kylmä, ironinen, melankolinen","suhteet, yksinäisyys, elämäntyyli, tunteet, arvo",2,2,3,3,2,2,1,1,5406,83
126,Hannu ja Kerttu,Raha ja rakkaus,1985,false,https://forms.gle/vP3ipLMFNzNowfZn9,2025-06-08 06:00:00 UTC,true,195,https://open.spotify.com/track/2RAI99Aj4xHMuHxaUAsEAJ?si=7df678f83bf44a4a,https://music.apple.com/us/album/hannu-ja-kerttu/1442496069?i=1442496240&uo=4,,false,"Kun Kerttu lähti tansseihin
Me isän kanssa kotiin se haettiin
Nuhruisessa hameessaan
Se kai muistutti enemmän huoraa
Sisko älä ole onneton
Lasikengissä Tuhkimon

Tahdon nähdä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa
Tahdon nähdä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa

Telakalle tienaamaan
Isä minut ajoi autollaan
Piparkakkutalostaan
Oli syönyt jo muutenkin liikaa
Sisko sinulle lupaan sen
Silkkipuvussa Ruususen

Tahdon viedä sut tanssimaan
Tämä hetki on taikaa
Tahdon nähdä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa
Tahdon nähdä sun tanssivan
Vielä hetki on aikaa

Kerttu lähti Tukholmaan
Äiti kertoi mulle kortissaan:
Ei ne täällä huolineet
Sitä edes tehtaalle töihin
Sisko haen sinut takaisin
Polun kivillä merkitsin

Tahdon nähdä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa
Tahdon nähä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa
Tahdon nähä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa
Tahdon nähä sun tanssivan
Vielä hetki on aikaa
Tahdon viedä sut tanssimaan
Tämä hetki on taikaa",https://genius.com/Leevi-and-the-leavings-hannu-ja-kerttu-lyrics,"Hannu ja Kerttu -laulu on nostalginen ja haikea kuvaus perhesiteistä, kadonneista unelmista ja tanssin voiman kaipaamisesta elämän hetkinä, joissa taika on yhä läsnä.","""Tahdon nähdä sun tanssivan / Vielä hetki on aikaa / Tahdon viedä sut tanssimaan / Tämä hetki on taikaa.""","melankolinen, nostalginen, tarinallinen, haikea, unelmoiva","perhe, sisarukset, tanssi, työ, matka, toiveet",1,2,2,3,3,2,1,1,3699,114
127,Soitinkaupan ikkunassa,Perjantai 14. päivä,1986,false,https://forms.gle/N2JV6AEpz246aujA8,2025-06-09 06:00:00 UTC,true,63,https://open.spotify.com/track/5u0cYkBqgYTmoqEqe93bs2?si=3d0e68421fd44c46,https://music.apple.com/fi/album/soitinkaupan-ikkunassa/1443371433?i=1443371685&uo=4,,true,"","",Laulu on instrumentaali,Laulu on instrumentaali,"","",,,,,,,,,3013,134
128,Kaukaisessa satamassa,Kadonnut laakso,1982,false,https://forms.gle/HX17anTWxzuY1Nb29,2025-06-10 06:00:00 UTC,true,230,https://open.spotify.com/track/1b4B78Ev1LZBrDRIWNkzDa?si=9d5474acf881408a,https://music.apple.com/fi/album/kaukaisessa-satamassa/1443152869?i=1443153330&uo=4,,false,"Kuuman tropiikin yössä kun harhaillen kuljin
Pullo kourassa kadulla horjuen
Kylän kauneimman tytön mä syliini suljin
Sydän rytmejä kiihkeitä sykkien

Ootko huono nainen
Mä olen poika kaukaisen kylmän maan

Ootko huono nainen
Ehkä hetken sua hyväksi käyttää saan

Kuuma kostea yö meidät sisäänsä sulkee
Yllä laguunin loistaa hopeinen kuu
Moni janoinen kulkija kaduilla kulkee
Menomatkalla viimeiseen seikkailuun

Ootko huono nainen
Mä olen poika kaukaisen kylmän maan

Ootko huono nainen
Ehkä hetken sua hyväksi käyttää saan

Ootko huono nainen
Mä olen poika kaukaisen kylmän maan

Ootko huono nainen
Ehkä hetken sua hyväksi käyttää saan

Ootko huono nainen
Mä olen poika kaukaisen kylmän maan

Ootko huono nainen
Ehkä hetken sua hyväksi käyttää saan",https://genius.com/Leevi-and-the-leavings-kaukaisessa-satamassa-lyrics,"Kaukaisessa satamassa leikitään rakkauden ja halun vaarallisilla rajoilla, kun tropiikin yö tuo yhteen kylmän maan nuoren ja kiihkeän naisen, jonka kanssa hetki on vain ohikiitävä seikkailu.","""Ootko huono nainen, mä olen poika kaukaisen kylmän maan.""","surullinen, traaginen, eroottinen, melankolinen","rakkaus, seikkailu, yö, tropiikki, kylä, nainen, mies",3,3,3,2,2,2,1,1,6186,70
129,"Pimeä tie, mukavaa matkaa",Häntä koipien välissä,1988,false,https://forms.gle/RiTtTZyxC5fVJ81QA,2025-06-11 06:00:00 UTC,true,218,https://open.spotify.com/track/5EvDTw7HY2zFzBIBsiOByw?si=fc524fc106f3430e,https://music.apple.com/fi/album/pime%C3%A4-tie-mukavaa-matkaa/1443409726?i=1443409732&uo=4,,false,"Me ei saatu sitä asuntolainaa
Kun ei onnistuttu säästämään
Sitä minimimäärää sittenkään
Osa asuntosäästöistä hupeni kuin itsestään

Pidä silmät kiinni kun kaasu pohjassa lähdetään
Takapenkillä lapset nukkuu
Ei pimeää tietämme valaise taivaalla tähdetkään
Meidät mutkaan viimeiseen vien

Jäädä saat julma maa
Kun emme enää nyt jaksaneet

Meidät saa unohtaa
Jos emme tarpeeksi maksaneet

Eikö vähempi riitä
Ehkä pian meitä vaaditaan
Jopa hengitysilmasta maksamaan
Joku tosissaan luulee sen olevan vain elämää

Pidä silmät kiinni
Kun kaasu pohjassa lähdetään

Takapenkillä lapset nukkuu
Ei pimeää tietämme valaise taivaalla tähdetkään
Meidät mutkaan viimeiseen vien

Jäädä saat julma maa
Kun emme enää nyt jaksaneet

Meidät saa unohtaa
Jos emme tarpeeksi maksaneet

Me teimme kaiken väärin
Tai ehkä oikeaa ei ollutkaan
Jokin seinät vain sai kaatumaan
Jää vain tyhjä tunne
Kun elämässä häviää

Pidä silmät kiinni
Kun kaasu pohjassa lähdetään

Takapenkillä lapset nukkuu
Ei pimeää tietämme valaise taivaalla tähdetkään
Meidät mutkaan viimeiseen vien

Jäädä saat julma maa
Kun emme enää nyt jaksaneet

Meidät saa unohtaa
Jos emme tarpeeksi maksaneet

Jäädä saat julma maa
Kun emme enää nyt jaksaneet

Meidät saa unohtaa
Jos emme tarpeeksi maksaneet",https://genius.com/Leevi-and-the-leavings-pimea-tie-mukavaa-matkaa-lyrics,"Elämän haasteet ja taloudelliset paineet kietoutuvat yhteen, kun perhe unelmoi paremmasta tulevaisuudesta pimeän tien varrella. Kappale tuo esiin tunteet epätoivosta ja unohtamisesta, kun unelmat jäävät toteutumatta.","""Ei pimeää tietämme valaise taivaalla tähdetkään, meidät mutkaan viimeiseen vien.""","surullinen, traaginen, epätoivoinen, kriittinen, melankolinen","perhe, talous, velka, yhteiskunta, epäonnistuminen",1,2,2,3,3,2,1,1,12850,31
130,Enää ei olla niin kuin ennen,Suuteleminen kielletty,1980,false,https://forms.gle/mFmmbV2THsMzuhMz7,2025-06-12 06:00:00 UTC,true,181,https://open.spotify.com/track/7jn5tUapegkC16PtwxhSj5?si=8c8aca20dfbc4119,https://music.apple.com/fi/album/en%C3%A4%C3%A4-ei-olla-niinkuin-ennen/1443461377?i=1443461652&uo=4,,false,"Muistan vielä kuinka syksy illoin
Oltiin peiton alla kahdestaan
Oli mukavaa vielä silloin
Tehdä jotain hassua muuten vaan

Enää ei olla niinkuin ennen
Tuskin edes pokselle suudellaan
Kun sanot hyvää yötä kuin ohimennen
Silti sinusta en luopuisi milloinkaan

Niin nopeasti kaikki muuttuu
Ettei sitä edes huomaakkaan
Kun jo elämästä jotain puuttuu
Eikä kaikki ole kohdallaan

Enää ei olla niinkuin ennen
Tuskin edes pokselle suudellaan
Kun sanot hyvää yötä kuin ohimennen
Silti sinusta en luopuisi milloinkaan

Enää ei olla niinkuin ennen
Tuskin edes pokselle suudellaan
Kun sanot hyvää yötä kuin ohimennen
Silti sinusta en luopuisi milloinkaan

Enää ei olla niinkuin ennen
Tuskin edes pokselle suudellaan
Kun sanot hyvää yötä kuin ohimennen
Silti sinusta en luopuisi milloinkaan",https://genius.com/Leevi-and-the-leavings-enaa-ei-olla-niinkuin-ennen-lyrics,"Kauniisti haikea kuvaus rakkauden muuttumisesta, jossa entiset hetket ja kepeys on vaihtunut arjen harmauteen, mutta silti sitoutuminen pysyy vahvana.","""Enää ei olla niinkuin ennen, tuskin edes pokselle suudellaan.""","nostalginen, haikea, melankolinen, rakastava, arkinen","suhde, muutos, rakkaus, arki, kaipuu",1,1,1,3,3,1,1,1,5145,86
131,Enkelinhöyheniä ikkunalaudalla,Kerran elämässä,1998,false,https://forms.gle/kSdHk558RbgwNVTB6,2025-06-13 06:00:00 UTC,true,220,https://open.spotify.com/track/1BKpV0tcABpKn3RH6RgpFc?si=7a61cfdf22484e32,https://music.apple.com/fi/album/enkelinh%C3%B6yheni%C3%A4-ikkunalaudalla/1443377859?i=1443378256&uo=4,,false,"Anna enkelin lentää
Liitää sun unelmiin
Saahan sellaiseen uskoa, saahan?
Ehkä ehtisi sentään
Ottaa siivestä kii
Ja kuin höyhen taas leijailla maahan

Kuin ystävä
Lohdutta ja auttaa voi elämässä
Hädän hetkellä
Tukena ja turvana pimeässä

Anna enkelin lentää
Liitää sun unelmiin
Saahan sellaiseen uskoa, saahan?
Ehkä ehtisi sentään
Ottaa siivestä kii
Ja kuin höyhen taas leijailla maahan

Kun harhailet
Tai hämärässä eksyt oikealta tieltä
Ja kun tiedä et
Löydätkö sä yksin pois enää sieltä

Anna enkelin lentää
Liitää sun unelmiin
Saahan sellaiseen uskoa, saahan?
Ehkä ehtisi sentään
Ottaa siivestä kii
Ja kuin höyhen taas leijailla maahan

Anna enkelin lentää
Liitää sun unelmiin
Saahan sellaiseen uskoa, saahan?
Ehkä ehtisi sentään
Ottaa siivestä kii
Ja kuin höyhen taas leijailla maahan",https://genius.com/Leevi-and-the-leavings-enkelinhoyhenia-ikkunalaudalla-lyrics,"Kohottava ja lohdullinen teos, joka kutsuu uskomaan unelmiin ja toivon voimaan vaikeuksien keskellä. Enkelin symboliikka luo lämpimän tunnelman, joka kannustaa eteenpäin.","""Anna enkelin lentää / Liitää sun unelmiin / Saahan sellaiseen uskoa, saahan?""","haaveellinen, lohdullinen, unelmoiva, toiveikas, herkkä","ystävyys, unelma, tuki, eksyminen, enkelit",1,1,1,2,3,1,1,1,5626,77
132,Hey come on (ei voi mitään),Bulebule,2000,false,https://forms.gle/qweKkbucZXrfw7bEA,2025-06-14 06:00:00 UTC,true,289,https://open.spotify.com/track/3tjnl3LobmOItwhMf4lp1X?si=b37ed03338bc458b,https://music.apple.com/fi/album/hey-come-on-ei-voi-mit%C3%A4%C3%A4n/1443370101?i=1443370304&uo=4,,false,"Come on, come on, come on, come on
Mä taas niin kännissä oon
Etten vireeseen saa edes mun sähköskittaa
Ei voi mitään

Come on, come on, come on, come on
Tai jos mä delannut oon
Niinku kusipäät toivoo kun ne öögaan sua strittaa

Meil on stadissa ilmanen keikka
Mille ei voi mitään
Ei voi mitään

Jos meil on kaduilla keikka
Etsä näe täällä ei oo ketään
Ei oo ketään

Vitun kuppanen keikka ilman yleisöä
Ei oo mitään
Ei oo mitään

Voitsä lähteä meille
Kun himassakaan ei oo ketään
Ei oo ketään

Come on, come on, come on, come on
Taas mä polilla oon",https://genius.com/Leevi-and-the-leavings-hey-come-on-ei-voi-mitaan-lyrics,"Epäonnistumisen ja yksinäisyyden huumorilla maustettu kuvaus keikkakulttuurista, jossa alkoholi ja tyhjät salit ovat arkipäivää. Kappale yhdistää riemukkaan epätoivon ja elämän realiteetit.","""Meil on stadissa ilmanen keikka / Mille ei voi mitään / Ei voi mitään.""","humoristinen, itseironinen, kapinallinen, melankolinen","keikka, krapula, yksinäisyys, musiikki, kaupunki",1,2,2,2,3,2,1,3,2453,178
133,Erämaan salaisuus,Single,1981,false,https://forms.gle/JSMt7Rv4YBGU9Wv47,2025-06-15 06:00:00 UTC,true,167,https://open.spotify.com/track/3xw0OY1MXAw7bOqK8RyEMi?si=87a47311c54b4a72,https://music.apple.com/fi/album/er%C3%A4maan-salaisuus/1442967702?i=1442968153&uo=4,,false,"Muukalainen ratsastaa
Halki kuivan erämaan
Tuuli tunkee hiekkaa sieraimiin
Kalliolta tarkkailen
Muukalaista Tserogeen
Mutta villi huuto kaikuu kanjoniin

Aijai ahhahaa aijai ahhahaa
Myrsky tuuli pyyhkii preeriaa
Aijai ahhahaa aijai ahhahaa
Salaisuuden kätkee erämaa

Nuoli sattuu tarkalleen muukalaisen sydämmeen
Sitä kuollut mies ei koskaan tietää saa
Hiekka myrsky preerian
Pian peittää vainajan
Jonka hatun tuuli kotiin kuljettaa

Aijai ahhahaa aijai ahhahaa
Myrsky tuuli pyyhkii preeriaa
Aijai ahhahaa aijai ahhahaa
Salaisuuden kätkee erämaa

Huh-Hah

Muukalainen ratsastaa
Halki taivaan preeria
Tietä kotiin ei vain löydy milloinkaan

Aijai ahhahaa aijai ahhahaa
Myrsky tuuli pyyhkii preeriaa
Aijai ahhahaa aijai ahhahaa
Salaisuuden kätkee erämaa",https://www.allthelyrics.com/lyrics/leevi_and_the_leavings/erdmaan_salaisuus-lyrics-1213631.html,"Erämaan mystiikkaan kietoutuva muukalainen kohtaa elämän ja kuoleman rajat, kun tuuli ja hiekka peittävät salaisuudet alleen. Matka kotiin on mahdoton, ja villi huuto kaikuu autiomaassa.","""Salaisuuden kätkee erämaa""","mystinen, jännittävä, traaginen, eeppinen","erämaa, muukalainen, salaisuus, kuolema, preeria",1,1,1,3,3,1,1,1,2276,185
134,Jouluaattona kännissä,Rakkauden planeetta,1995,false,https://forms.gle/SjWpUmQZiWxiKjpD8,2025-06-16 06:00:00 UTC,true,174,https://open.spotify.com/track/2M8etSuUcRtQBrKpkoPAOS?si=1a1f224169b045a2,https://music.apple.com/fi/album/jouluaattona-k%C3%A4nniss%C3%A4/1443109065?i=1443110262&uo=4,,false,"Sen voi huomata että sua jännittää
Kun lahjaliiveissä näkyviin nännit jää
Kai sä odotat taas sydän syrjällään
Olenko mä jouluaattona kännissä

Ehkä vieraiden ilmeet sua hämmentää
Kun rintaliiveihin ujuttelen kämmentä
Sukulaisetkin pohtivat mielissään
Taasko se on jouluaattona kännissä

Sitä aina ei huomaa juodessa
Että joulu on kerran vuodessa
Ja Aulikki tädin kotiviinistä
Koko suku jouluaattona kännissä
Jouluaattona kännissä

On koko väki joukolla leipää jonoteltu
Turkisliikkeen ikkunaan monoteltu
Moni pudonnut on pois tästä leikistä
Ja liian moni jouluaattona kännissä

Jos vain riippuvan jostain köyden nään
Kiedon kaulani ympäri köyden pään
Olenkohan uutenavuotena hengissä
Kun örisen jo jouluaattona kännissä

Sitä aina ei huomaa juodessa
Että joulu on kerran vuodessa
Ja Aulikki tädin kotiviinistä
Koko suku jouluaattona kännissä
Jouluaattona kännissä

Sitä aina ei huomaa juodessaan
Että joulu on kerran vuodessa
Ja Aulikki tädin kotiviinistä
Koko suku jouluaattona kännissä
Jouluaattona kännissä",https://genius.com/Leevi-and-the-leavings-jouluaattona-kannissa-lyrics,"Kommellusten ja humalan myötä avautuva jouluinen perhesuhteiden dynamiikka, jossa häpeä ja ilo sekoittuvat, luoden humoristisia mutta surullisia hetkiä. Laulu tuo esiin juhlan kaksijakoisuuden: riemun ja ahdistuksen.","""Olenko mä jouluaattona kännissä / Koko suku jouluaattona kännissä.""","humoristinen, ironinen, surullinen, kriittinen, tarinallinen","joulu, alkoholi, suku, juhla, masennus",1,3,3,3,2,3,1,3,15507,19
135,Rin Tin Tin,Häntä koipien välissä,1988,false,https://forms.gle/kZ7CqAwbeADMLYGp6,2025-06-17 06:00:00 UTC,true,254,https://open.spotify.com/track/0Mdv4DKyeY60JLL9rwG12D?si=c1dcc990313e4595,https://music.apple.com/fi/album/rin-tin-tin/1443109065?i=1443109528&uo=4,,false,"Jos etsit kadonnutta aikaa, jotain, josta jouduit luopumaan
Liian usein huomaat: ei se totta ollutkaan

Ja joku tuskin tietää mitä etsii, vailla määränpäätä harhailee
Monen vuoden jälkeen ystävälleen kirjoittaa

Ne sanat, jotka sanomatta jäivät, sanat, joita ei kai ollutkaan
Sanat, jotka pettävät, kun niitä tarvitaan

Ja minä olen miettinyt jo kauan jotain, josta sulle kertoisin
Vaikka tuskin muistan enää osoitettakaan

Sun villakoirasi nimi oli Rin-Tin-Tin
Typerä piski, joka murisi mulle

Hölmöksi tunsin minä itsenikin
Vaikka kaikesta halusin puhua sulle
Mä vain häntääni heilutin

Olen hävittänyt kaiken, joka sinusta mua muistuttaa
Olen myynyt levyt, joita silloin kuuntelin

Ne levyt usein radiossa soivat tai ne voivat olla muitakin
Lähes kaiken sinusta jo melkein unohdin

Sun villakoirasi nimi oli Rin-Tin-Tin
Typerä piski, joka murisi mulle

Hölmöksi tunsin minä itsenikin
Vaikka kaikesta halusin puhua sulle
Mä vain häntääni heilutin

Sinä hymyiletkö vielä, sinä suuteletko vielä niin?
Että suudellessa olin mennä tainnoksiin

Ja minä olen olemassa vielä, minä vieläkin sua muistelen
Vaikka monta vuotta sitten jouduin naimisiin

Sun villakoirasi nimi oli Rin-Tin-Tin
Typerä piski, joka murisi mulle

Hölmöksi tunsin minä itsenikin
Vaikka kaikesta halusin puhua sulle
Mä vain häntääni heilutin",https://genius.com/Leevi-and-the-leavings-rin-tin-tin-lyrics,"Kappaleen sanat vievät kuulijan nostalgiseen ja melankoliseen muisteluun menneestä rakkaudesta, jossa yksinkertaiset asiat, kuten lemmikin nimi, herättävät voimakkaita tunteita ja muistoja. Kertojan sisäinen ristiriita ja kaipuu ovat keskiössä, vaikka aikuisuuden velvollisuudet vievätkin tilaa nuoruuden unelmilta.","""Sanat, jotka sanomatta jäivät, sanat, joita ei kai ollutkaan.""","haikea, nostalginen, humoristinen, pohdiskeleva, henkilökohtainen","muisto, ihmissuhteet, koira, menneisyys, rakkaus",1,2,1,2,3,2,1,1,30445,3
136,Rakas Annika…,Single,1978,false,https://forms.gle/2v6Ej6WXvjfegZVb6,2025-06-18 06:00:00 UTC,true,201,https://open.spotify.com/track/33lykop0MDmfZN8bHyELSS?si=015eb0caaf7c4faf,https://music.apple.com/fi/album/rakas-annika-remastered-2016/1443387827?i=1443388507&uo=4,,false,"Rakas Annika (2x)

Kai vielä muistat
Kun kerran toukokuussa
Me kieli toisen suussa suudeltiin?
Mikset sä tullut
Kun sitten treffit tehtiin?
Kai joku toinen ehti aiemmin

Rakas Annika (2x)

En saanut mistään
Mä silloin lohdutusta
Kun pelkän nimen susta tiesin vain
Jos tämän kirjeen
Nyt loppuun kirjoittaisin
Niin ehkä rauhan saisin haaveiltain

Rakas Annika (2x)

Sydämestäin sanat sulle syydän
Ja kirjoitan ne kirjeeseen
Ehkä jälleen sulta liikaa pyydän
Ja kaikki jääkin ennalleen

Rakas Annika (2x)",https://www.letras.com/leevi-and-the-leavings/696073/,"Sydämellinen ja haikea kirje menneelle rakkaudelle, jossa kaipuu ja pettymys kietoutuvat toisiinsa, luoden herkän tunnelman kadonneista mahdollisuuksista.","""Kun kerran toukokuussa / Me kieli toisen suussa suudeltiin?""","haikea, nostalginen, kaipauksellinen, henkilökohtainen, melankolinen","rakkaus, muisto, kirje, suhde, pettymys",1,1,1,2,3,2,1,1,797,206
